"path","pinyin","pinyin_tone","voice","first_zeroes","last_zeroes","is_lexical_gap"
"voice_files/ai1_MV2.mp3","ai","ai1","MV2",2160,0,FALSE
"voice_files/ai1_MV3.mp3","ai","ai1","MV3",2139,0,FALSE
"voice_files/ai2_FV1.mp3","ai","ai2","FV1",2158,0,FALSE
"voice_files/ai2_FV2.mp3","ai","ai2","FV2",2145,0,FALSE
"voice_files/ai2_FV3.mp3","ai","ai2","FV3",2152,0,FALSE
"voice_files/ai2_MV1.mp3","ai","ai2","MV1",2147,0,FALSE
"voice_files/ai2_MV2.mp3","ai","ai2","MV2",2155,0,FALSE
"voice_files/ai2_MV3.mp3","ai","ai2","MV3",2176,0,FALSE
"voice_files/ai3_FV1.mp3","ai","ai3","FV1",2160,1,FALSE
"voice_files/ai3_FV2.mp3","ai","ai3","FV2",2111,0,FALSE
"voice_files/ai3_FV3.mp3","ai","ai3","FV3",2072,0,FALSE
"voice_files/ai3_MV1.mp3","ai","ai3","MV1",1519,0,FALSE
"voice_files/ai3_MV2.mp3","ai","ai3","MV2",2152,0,FALSE
"voice_files/ai3_MV3.mp3","ai","ai3","MV3",2115,0,FALSE
"voice_files/ai4_FV1.mp3","ai","ai4","FV1",2202,0,FALSE
"voice_files/ai4_FV2.mp3","ai","ai4","FV2",2127,0,FALSE
"voice_files/ai4_FV3.mp3","ai","ai4","FV3",2138,0,FALSE
"voice_files/ai4_MV1.mp3","ai","ai4","MV1",1744,0,FALSE
"voice_files/ai4_MV2.mp3","ai","ai4","MV2",2146,0,FALSE
"voice_files/ai4_MV3.mp3","ai","ai4","MV3",2153,0,FALSE
"voice_files/an1_FV1.mp3","an","an1","FV1",2096,0,FALSE
"voice_files/an1_FV2.mp3","an","an1","FV2",1946,0,FALSE
"voice_files/an1_FV3.mp3","an","an1","FV3",2156,0,FALSE
"voice_files/an1_MV1.mp3","an","an1","MV1",2166,0,FALSE
"voice_files/an1_MV2.mp3","an","an1","MV2",2155,0,FALSE
"voice_files/an1_MV3.mp3","an","an1","MV3",2173,5,FALSE
"voice_files/an2_FV1.mp3","an","an2","FV1",1556,0,FALSE
"voice_files/an2_FV2.mp3","an","an2","FV2",2137,0,FALSE
"voice_files/an2_FV3.mp3","an","an2","FV3",2163,0,FALSE
"voice_files/an2_MV1.mp3","an","an2","MV1",2152,0,FALSE
"voice_files/an2_MV2.mp3","an","an2","MV2",2168,0,FALSE
"voice_files/an2_MV3.mp3","an","an2","MV3",2165,0,FALSE
"voice_files/an3_FV1.mp3","an","an3","FV1",1536,0,FALSE
"voice_files/an3_FV2.mp3","an","an3","FV2",1489,0,FALSE
"voice_files/an3_FV3.mp3","an","an3","FV3",2137,0,FALSE
"voice_files/an3_MV1.mp3","an","an3","MV1",2159,0,FALSE
"voice_files/an3_MV2.mp3","an","an3","MV2",2160,0,FALSE
"voice_files/an3_MV3.mp3","an","an3","MV3",2158,0,FALSE
"voice_files/an4_FV1.mp3","an","an4","FV1",1577,0,FALSE
"voice_files/an4_FV2.mp3","an","an4","FV2",1627,0,FALSE
"voice_files/an4_FV3.mp3","an","an4","FV3",2181,0,FALSE
"voice_files/an4_MV1.mp3","an","an4","MV1",2156,0,FALSE
"voice_files/an4_MV2.mp3","an","an4","MV2",2174,0,FALSE
"voice_files/an4_MV3.mp3","an","an4","MV3",2175,0,FALSE
"voice_files/ang1_FV1.mp3","ang","ang1","FV1",1523,0,FALSE
"voice_files/ang1_FV2.mp3","ang","ang1","FV2",1465,0,FALSE
"voice_files/ang1_FV3.mp3","ang","ang1","FV3",2135,0,FALSE
"voice_files/ang1_MV1.mp3","ang","ang1","MV1",2140,1,FALSE
"voice_files/ang1_MV2.mp3","ang","ang1","MV2",2169,0,FALSE
"voice_files/ang1_MV3.mp3","ang","ang1","MV3",2162,0,FALSE
"voice_files/ang2_FV1.mp3","ang","ang2","FV1",1712,0,FALSE
"voice_files/ang2_FV2.mp3","ang","ang2","FV2",1444,0,FALSE
"voice_files/ang2_FV3.mp3","ang","ang2","FV3",2138,0,FALSE
"voice_files/ang2_MV1.mp3","ang","ang2","MV1",2165,0,FALSE
"voice_files/ang2_MV2.mp3","ang","ang2","MV2",2140,0,FALSE
"voice_files/ang2_MV3.mp3","ang","ang2","MV3",2134,0,FALSE
"voice_files/ang3_FV1.mp3","ang","ang3","FV1",1653,0,TRUE
"voice_files/ang3_FV2.mp3","ang","ang3","FV2",2099,0,TRUE
"voice_files/ang3_FV3.mp3","ang","ang3","FV3",2183,0,TRUE
"voice_files/ang3_MV1.mp3","ang","ang3","MV1",2144,205,TRUE
"voice_files/ang3_MV2.mp3","ang","ang3","MV2",1868,0,TRUE
"voice_files/ang3_MV3.mp3","ang","ang3","MV3",2130,0,TRUE
"voice_files/ang4_FV1.mp3","ang","ang4","FV1",1508,0,FALSE
"voice_files/ang4_FV2.mp3","ang","ang4","FV2",1752,0,FALSE
"voice_files/ang4_FV3.mp3","ang","ang4","FV3",2141,0,FALSE
"voice_files/ang4_MV1.mp3","ang","ang4","MV1",2152,0,FALSE
"voice_files/ang4_MV2.mp3","ang","ang4","MV2",2164,0,FALSE
"voice_files/ang4_MV3.mp3","ang","ang4","MV3",2176,0,FALSE
"voice_files/ao1_FV1.mp3","ao","ao1","FV1",2128,0,FALSE
"voice_files/ao1_FV2.mp3","ao","ao1","FV2",1475,0,FALSE
"voice_files/ao1_FV3.mp3","ao","ao1","FV3",1870,0,FALSE
"voice_files/ao1_MV1.mp3","ao","ao1","MV1",2110,0,FALSE
"voice_files/ao1_MV2.mp3","ao","ao1","MV2",2141,0,FALSE
"voice_files/ao1_MV3.mp3","ao","ao1","MV3",2149,0,FALSE
"voice_files/ao2_FV1.mp3","ao","ao2","FV1",2153,0,FALSE
"voice_files/ao2_FV2.mp3","ao","ao2","FV2",1485,0,FALSE
"voice_files/ao2_FV3.mp3","ao","ao2","FV3",2137,0,FALSE
"voice_files/ao2_MV1.mp3","ao","ao2","MV1",2190,0,FALSE
"voice_files/ao2_MV2.mp3","ao","ao2","MV2",2165,0,FALSE
"voice_files/ao2_MV3.mp3","ao","ao2","MV3",2150,0,FALSE
"voice_files/ao3_FV1.mp3","ao","ao3","FV1",2127,0,FALSE
"voice_files/ao3_FV2.mp3","ao","ao3","FV2",1422,0,FALSE
"voice_files/ao3_FV3.mp3","ao","ao3","FV3",2033,0,FALSE
"voice_files/ao3_MV1.mp3","ao","ao3","MV1",2169,0,FALSE
"voice_files/ao3_MV2.mp3","ao","ao3","MV2",1599,0,FALSE
"voice_files/ao3_MV3.mp3","ao","ao3","MV3",2147,0,FALSE
"voice_files/ao4_FV1.mp3","ao","ao4","FV1",2180,0,FALSE
"voice_files/ao4_FV2.mp3","ao","ao4","FV2",1419,0,FALSE
"voice_files/ao4_FV3.mp3","ao","ao4","FV3",2165,10,FALSE
"voice_files/ao4_MV1.mp3","ao","ao4","MV1",2153,0,FALSE
"voice_files/ao4_MV2.mp3","ao","ao4","MV2",2152,0,FALSE
"voice_files/ao4_MV3.mp3","ao","ao4","MV3",2177,0,FALSE
"voice_files/ba1_FV1.mp3","ba","ba1","FV1",1836,0,FALSE
"voice_files/ba1_FV2.mp3","ba","ba1","FV2",2155,0,FALSE
"voice_files/ba1_FV3.mp3","ba","ba1","FV3",2135,0,FALSE
"voice_files/ba1_MV1.mp3","ba","ba1","MV1",2144,0,FALSE
"voice_files/ba1_MV2.mp3","ba","ba1","MV2",1868,0,FALSE
"voice_files/ba1_MV3.mp3","ba","ba1","MV3",2158,0,FALSE
"voice_files/ba2_FV1.mp3","ba","ba2","FV1",1861,0,FALSE
"voice_files/ba2_FV2.mp3","ba","ba2","FV2",1463,0,FALSE
"voice_files/ba2_FV3.mp3","ba","ba2","FV3",2135,0,FALSE
"voice_files/ba2_MV1.mp3","ba","ba2","MV1",2134,0,FALSE
"voice_files/ba2_MV2.mp3","ba","ba2","MV2",2183,0,FALSE
"voice_files/ba2_MV3.mp3","ba","ba2","MV3",2138,0,FALSE
"voice_files/ba3_FV1.mp3","ba","ba3","FV1",2132,0,FALSE
"voice_files/ba3_FV2.mp3","ba","ba3","FV2",2139,0,FALSE
"voice_files/ba3_FV3.mp3","ba","ba3","FV3",2145,0,FALSE
"voice_files/ba3_MV1.mp3","ba","ba3","MV1",2167,0,FALSE
"voice_files/ba3_MV2.mp3","ba","ba3","MV2",2151,0,FALSE
"voice_files/ba3_MV3.mp3","ba","ba3","MV3",2105,0,FALSE
"voice_files/ba4_FV1.mp3","ba","ba4","FV1",1691,0,FALSE
"voice_files/ba4_FV2.mp3","ba","ba4","FV2",2155,0,FALSE
"voice_files/ba4_FV3.mp3","ba","ba4","FV3",2160,0,FALSE
"voice_files/ba4_MV1.mp3","ba","ba4","MV1",2156,0,FALSE
"voice_files/ba4_MV2.mp3","ba","ba4","MV2",2163,0,FALSE
"voice_files/ba4_MV3.mp3","ba","ba4","MV3",2109,0,FALSE
"voice_files/bai1_FV1.mp3","bai","bai1","FV1",2147,0,FALSE
"voice_files/bai1_FV2.mp3","bai","bai1","FV2",2174,0,FALSE
"voice_files/bai1_FV3.mp3","bai","bai1","FV3",2131,0,FALSE
"voice_files/bai1_MV1.mp3","bai","bai1","MV1",2029,0,FALSE
"voice_files/bai1_MV2.mp3","bai","bai1","MV2",2158,0,FALSE
"voice_files/bai1_MV3.mp3","bai","bai1","MV3",2126,0,FALSE
"voice_files/bai2_FV1.mp3","bai","bai2","FV1",2170,0,FALSE
"voice_files/bai2_FV2.mp3","bai","bai2","FV2",2151,0,FALSE
"voice_files/bai2_FV3.mp3","bai","bai2","FV3",2129,0,FALSE
"voice_files/bai2_MV1.mp3","bai","bai2","MV1",2010,0,FALSE
"voice_files/bai2_MV2.mp3","bai","bai2","MV2",2127,0,FALSE
"voice_files/bai2_MV3.mp3","bai","bai2","MV3",2145,0,FALSE
"voice_files/bai3_FV1.mp3","bai","bai3","FV1",2160,0,FALSE
"voice_files/bai3_FV2.mp3","bai","bai3","FV2",2154,0,FALSE
"voice_files/bai3_FV3.mp3","bai","bai3","FV3",2158,0,FALSE
"voice_files/bai3_MV1.mp3","bai","bai3","MV1",1757,0,FALSE
"voice_files/bai3_MV2.mp3","bai","bai3","MV2",2122,33,FALSE
"voice_files/bai3_MV3.mp3","bai","bai3","MV3",2146,0,FALSE
"voice_files/bai4_FV1.mp3","bai","bai4","FV1",2201,0,FALSE
"voice_files/bai4_FV2.mp3","bai","bai4","FV2",2175,0,FALSE
"voice_files/bai4_FV3.mp3","bai","bai4","FV3",2144,0,FALSE
"voice_files/bai4_MV1.mp3","bai","bai4","MV1",1719,0,FALSE
"voice_files/bai4_MV2.mp3","bai","bai4","MV2",1637,0,FALSE
"voice_files/bai4_MV3.mp3","bai","bai4","MV3",2120,0,FALSE
"voice_files/ban1_FV1.mp3","ban","ban1","FV1",2131,7,FALSE
"voice_files/ban1_FV2.mp3","ban","ban1","FV2",1505,0,FALSE
"voice_files/ban1_FV3.mp3","ban","ban1","FV3",2159,0,FALSE
"voice_files/ban1_MV1.mp3","ban","ban1","MV1",2075,0,FALSE
"voice_files/ban1_MV2.mp3","ban","ban1","MV2",2147,0,FALSE
"voice_files/ban1_MV3.mp3","ban","ban1","MV3",1940,0,FALSE
"voice_files/ban2_FV1.mp3","ban","ban2","FV1",2152,0,TRUE
"voice_files/ban2_FV2.mp3","ban","ban2","FV2",2153,0,TRUE
"voice_files/ban2_FV3.mp3","ban","ban2","FV3",2199,0,TRUE
"voice_files/ban2_MV1.mp3","ban","ban2","MV1",2170,0,TRUE
"voice_files/ban2_MV2.mp3","ban","ban2","MV2",2166,0,TRUE
"voice_files/ban2_MV3.mp3","ban","ban2","MV3",2126,1,TRUE
"voice_files/ban3_FV1.mp3","ban","ban3","FV1",2125,0,FALSE
"voice_files/ban3_FV2.mp3","ban","ban3","FV2",2146,0,FALSE
"voice_files/ban3_FV3.mp3","ban","ban3","FV3",2149,0,FALSE
"voice_files/ban3_MV1.mp3","ban","ban3","MV1",2123,0,FALSE
"voice_files/ban3_MV2.mp3","ban","ban3","MV2",2120,0,FALSE
"voice_files/ban3_MV3.mp3","ban","ban3","MV3",1648,0,FALSE
"voice_files/ban4_FV1.mp3","ban","ban4","FV1",2094,0,FALSE
"voice_files/ban4_FV2.mp3","ban","ban4","FV2",1413,0,FALSE
"voice_files/ban4_FV3.mp3","ban","ban4","FV3",2180,0,FALSE
"voice_files/ban4_MV1.mp3","ban","ban4","MV1",2128,0,FALSE
"voice_files/ban4_MV2.mp3","ban","ban4","MV2",2128,0,FALSE
"voice_files/ban4_MV3.mp3","ban","ban4","MV3",2167,0,FALSE
"voice_files/bang1_FV1.mp3","bang","bang1","FV1",1528,0,FALSE
"voice_files/bang1_FV2.mp3","bang","bang1","FV2",2171,4,FALSE
"voice_files/bang1_FV3.mp3","bang","bang1","FV3",2134,0,FALSE
"voice_files/bang1_MV1.mp3","bang","bang1","MV1",2152,0,FALSE
"voice_files/bang1_MV2.mp3","bang","bang1","MV2",2159,0,FALSE
"voice_files/bang1_MV3.mp3","bang","bang1","MV3",2176,0,FALSE
"voice_files/bang2_FV1.mp3","bang","bang2","FV1",1523,0,TRUE
"voice_files/bang2_FV2.mp3","bang","bang2","FV2",1432,0,TRUE
"voice_files/bang2_FV3.mp3","bang","bang2","FV3",1604,0,TRUE
"voice_files/bang2_MV1.mp3","bang","bang2","MV1",2142,0,TRUE
"voice_files/bang2_MV2.mp3","bang","bang2","MV2",2148,0,TRUE
"voice_files/bang2_MV3.mp3","bang","bang2","MV3",2174,0,TRUE
"voice_files/bang3_FV1.mp3","bang","bang3","FV1",1512,0,FALSE
"voice_files/bang3_FV2.mp3","bang","bang3","FV2",1441,0,FALSE
"voice_files/bang3_FV3.mp3","bang","bang3","FV3",2160,0,FALSE
"voice_files/bang3_MV1.mp3","bang","bang3","MV1",2157,0,FALSE
"voice_files/bang3_MV2.mp3","bang","bang3","MV2",2124,1,FALSE
"voice_files/bang3_MV3.mp3","bang","bang3","MV3",2125,0,FALSE
"voice_files/bang4_FV1.mp3","bang","bang4","FV1",1502,0,FALSE
"voice_files/bang4_FV2.mp3","bang","bang4","FV2",2155,1,FALSE
"voice_files/bang4_FV3.mp3","bang","bang4","FV3",2162,0,FALSE
"voice_files/bang4_MV1.mp3","bang","bang4","MV1",2135,0,FALSE
"voice_files/bang4_MV2.mp3","bang","bang4","MV2",2149,0,FALSE
"voice_files/bang4_MV3.mp3","bang","bang4","MV3",2097,0,FALSE
"voice_files/bao1_FV1.mp3","bao","bao1","FV1",1578,0,FALSE
"voice_files/bao1_FV2.mp3","bao","bao1","FV2",1511,0,FALSE
"voice_files/bao1_FV3.mp3","bao","bao1","FV3",2155,0,FALSE
"voice_files/bao1_MV1.mp3","bao","bao1","MV1",2125,0,FALSE
"voice_files/bao1_MV2.mp3","bao","bao1","MV2",2162,0,FALSE
"voice_files/bao1_MV3.mp3","bao","bao1","MV3",2130,8,FALSE
"voice_files/bao2_FV1.mp3","bao","bao2","FV1",1497,0,FALSE
"voice_files/bao2_FV2.mp3","bao","bao2","FV2",1525,0,FALSE
"voice_files/bao2_FV3.mp3","bao","bao2","FV3",2152,0,FALSE
"voice_files/bao2_MV1.mp3","bao","bao2","MV1",2147,3,FALSE
"voice_files/bao2_MV2.mp3","bao","bao2","MV2",2172,0,FALSE
"voice_files/bao2_MV3.mp3","bao","bao2","MV3",2132,0,FALSE
"voice_files/bao3_FV1.mp3","bao","bao3","FV1",1478,0,FALSE
"voice_files/bao3_FV2.mp3","bao","bao3","FV2",1448,0,FALSE
"voice_files/bao3_FV3.mp3","bao","bao3","FV3",2145,0,FALSE
"voice_files/bao3_MV1.mp3","bao","bao3","MV1",2144,0,FALSE
"voice_files/bao3_MV2.mp3","bao","bao3","MV2",2173,0,FALSE
"voice_files/bao3_MV3.mp3","bao","bao3","MV3",2147,0,FALSE
"voice_files/bao4_FV1.mp3","bao","bao4","FV1",1529,0,FALSE
"voice_files/bao4_FV2.mp3","bao","bao4","FV2",2183,0,FALSE
"voice_files/bao4_FV3.mp3","bao","bao4","FV3",2149,0,FALSE
"voice_files/bao4_MV1.mp3","bao","bao4","MV1",1796,0,FALSE
"voice_files/bao4_MV2.mp3","bao","bao4","MV2",2171,0,FALSE
"voice_files/bao4_MV3.mp3","bao","bao4","MV3",2138,0,FALSE
"voice_files/bei1_FV1.mp3","bei","bei1","FV1",2075,0,FALSE
"voice_files/bei1_FV2.mp3","bei","bei1","FV2",1427,0,FALSE
"voice_files/bei1_FV3.mp3","bei","bei1","FV3",2124,0,FALSE
"voice_files/bei1_MV1.mp3","bei","bei1","MV1",2147,0,FALSE
"voice_files/bei1_MV2.mp3","bei","bei1","MV2",1519,0,FALSE
"voice_files/bei1_MV3.mp3","bei","bei1","MV3",2148,0,FALSE
"voice_files/bei2_FV1.mp3","bei","bei2","FV1",1541,0,TRUE
"voice_files/bei2_FV2.mp3","bei","bei2","FV2",1414,0,TRUE
"voice_files/bei2_FV3.mp3","bei","bei2","FV3",2175,0,TRUE
"voice_files/bei2_MV1.mp3","bei","bei2","MV1",1689,0,TRUE
"voice_files/bei2_MV2.mp3","bei","bei2","MV2",2089,0,TRUE
"voice_files/bei2_MV3.mp3","bei","bei2","MV3",2153,1,TRUE
"voice_files/bei3_FV1.mp3","bei","bei3","FV1",1578,0,FALSE
"voice_files/bei3_FV2.mp3","bei","bei3","FV2",1424,0,FALSE
"voice_files/bei3_FV3.mp3","bei","bei3","FV3",2159,0,FALSE
"voice_files/bei3_MV1.mp3","bei","bei3","MV1",1627,0,FALSE
"voice_files/bei3_MV2.mp3","bei","bei3","MV2",2128,0,FALSE
"voice_files/bei3_MV3.mp3","bei","bei3","MV3",2150,0,FALSE
"voice_files/bei4_FV1.mp3","bei","bei4","FV1",2105,0,FALSE
"voice_files/bei4_FV2.mp3","bei","bei4","FV2",1435,0,FALSE
"voice_files/bei4_FV3.mp3","bei","bei4","FV3",2160,0,FALSE
"voice_files/bei4_MV1.mp3","bei","bei4","MV1",1797,0,FALSE
"voice_files/bei4_MV2.mp3","bei","bei4","MV2",2131,0,FALSE
"voice_files/bei4_MV3.mp3","bei","bei4","MV3",2160,1,FALSE
"voice_files/ben1_FV1.mp3","ben","ben1","FV1",1432,0,FALSE
"voice_files/ben1_FV2.mp3","ben","ben1","FV2",1419,0,FALSE
"voice_files/ben1_FV3.mp3","ben","ben1","FV3",2161,0,FALSE
"voice_files/ben1_MV1.mp3","ben","ben1","MV1",1632,0,FALSE
"voice_files/ben1_MV2.mp3","ben","ben1","MV2",2130,0,FALSE
"voice_files/ben1_MV3.mp3","ben","ben1","MV3",2167,0,FALSE
"voice_files/ben2_FV1.mp3","ben","ben2","FV1",1690,0,TRUE
"voice_files/ben2_FV2.mp3","ben","ben2","FV2",2164,0,TRUE
"voice_files/ben2_FV3.mp3","ben","ben2","FV3",2150,0,TRUE
"voice_files/ben2_MV1.mp3","ben","ben2","MV1",2101,0,TRUE
"voice_files/ben2_MV2.mp3","ben","ben2","MV2",2114,0,TRUE
"voice_files/ben2_MV3.mp3","ben","ben2","MV3",2082,0,TRUE
"voice_files/ben3_FV1.mp3","ben","ben3","FV1",1473,0,FALSE
"voice_files/ben3_FV2.mp3","ben","ben3","FV2",2174,0,FALSE
"voice_files/ben3_FV3.mp3","ben","ben3","FV3",2148,0,FALSE
"voice_files/ben3_MV1.mp3","ben","ben3","MV1",2151,0,FALSE
"voice_files/ben3_MV2.mp3","ben","ben3","MV2",2155,0,FALSE
"voice_files/ben3_MV3.mp3","ben","ben3","MV3",2124,0,FALSE
"voice_files/ben4_FV1.mp3","ben","ben4","FV1",1536,0,FALSE
"voice_files/ben4_FV2.mp3","ben","ben4","FV2",2127,0,FALSE
"voice_files/ben4_FV3.mp3","ben","ben4","FV3",2157,0,FALSE
"voice_files/ben4_MV1.mp3","ben","ben4","MV1",2147,0,FALSE
"voice_files/ben4_MV2.mp3","ben","ben4","MV2",2157,0,FALSE
"voice_files/ben4_MV3.mp3","ben","ben4","MV3",2125,0,FALSE
"voice_files/beng1_FV1.mp3","beng","beng1","FV1",1821,0,FALSE
"voice_files/beng1_FV2.mp3","beng","beng1","FV2",1456,0,FALSE
"voice_files/beng1_FV3.mp3","beng","beng1","FV3",2170,0,FALSE
"voice_files/beng1_MV1.mp3","beng","beng1","MV1",2111,0,FALSE
"voice_files/beng1_MV2.mp3","beng","beng1","MV2",2164,0,FALSE
"voice_files/beng1_MV3.mp3","beng","beng1","MV3",2170,0,FALSE
"voice_files/beng2_FV1.mp3","beng","beng2","FV1",1670,0,FALSE
"voice_files/beng2_FV2.mp3","beng","beng2","FV2",2159,0,FALSE
"voice_files/beng2_FV3.mp3","beng","beng2","FV3",2190,0,FALSE
"voice_files/beng2_MV1.mp3","beng","beng2","MV1",2120,0,FALSE
"voice_files/beng2_MV2.mp3","beng","beng2","MV2",2137,0,FALSE
"voice_files/beng2_MV3.mp3","beng","beng2","MV3",2104,0,FALSE
"voice_files/beng3_FV1.mp3","beng","beng3","FV1",1561,0,FALSE
"voice_files/beng3_FV2.mp3","beng","beng3","FV2",2157,0,FALSE
"voice_files/beng3_FV3.mp3","beng","beng3","FV3",2168,0,FALSE
"voice_files/beng3_MV1.mp3","beng","beng3","MV1",2160,5,FALSE
"voice_files/beng3_MV2.mp3","beng","beng3","MV2",2136,0,FALSE
"voice_files/beng3_MV3.mp3","beng","beng3","MV3",2088,0,FALSE
"voice_files/beng4_FV1.mp3","beng","beng4","FV1",1612,0,FALSE
"voice_files/beng4_FV2.mp3","beng","beng4","FV2",2159,0,FALSE
"voice_files/beng4_FV3.mp3","beng","beng4","FV3",2213,0,FALSE
"voice_files/beng4_MV1.mp3","beng","beng4","MV1",2123,0,FALSE
"voice_files/beng4_MV2.mp3","beng","beng4","MV2",2161,0,FALSE
"voice_files/beng4_MV3.mp3","beng","beng4","MV3",2152,0,FALSE
"voice_files/bi1_FV1.mp3","bi","bi1","FV1",2110,0,FALSE
"voice_files/bi1_FV2.mp3","bi","bi1","FV2",1611,0,FALSE
"voice_files/bi1_FV3.mp3","bi","bi1","FV3",2086,0,FALSE
"voice_files/bi1_MV1.mp3","bi","bi1","MV1",2123,2,FALSE
"voice_files/bi1_MV2.mp3","bi","bi1","MV2",2148,0,FALSE
"voice_files/bi1_MV3.mp3","bi","bi1","MV3",2129,0,FALSE
"voice_files/bi2_FV1.mp3","bi","bi2","FV1",2127,0,FALSE
"voice_files/bi2_FV2.mp3","bi","bi2","FV2",1383,0,FALSE
"voice_files/bi2_FV3.mp3","bi","bi2","FV3",2138,0,FALSE
"voice_files/bi2_MV1.mp3","bi","bi2","MV1",2109,0,FALSE
"voice_files/bi2_MV2.mp3","bi","bi2","MV2",2123,0,FALSE
"voice_files/bi2_MV3.mp3","bi","bi2","MV3",2139,0,FALSE
"voice_files/bi3_FV1.mp3","bi","bi3","FV1",2062,0,FALSE
"voice_files/bi3_FV2.mp3","bi","bi3","FV2",1409,0,FALSE
"voice_files/bi3_FV3.mp3","bi","bi3","FV3",2136,0,FALSE
"voice_files/bi3_MV1.mp3","bi","bi3","MV1",2110,14,FALSE
"voice_files/bi3_MV2.mp3","bi","bi3","MV2",2160,0,FALSE
"voice_files/bi3_MV3.mp3","bi","bi3","MV3",2095,0,FALSE
"voice_files/bi4_FV1.mp3","bi","bi4","FV1",2117,0,FALSE
"voice_files/bi4_FV2.mp3","bi","bi4","FV2",2014,0,FALSE
"voice_files/bi4_FV3.mp3","bi","bi4","FV3",2144,0,FALSE
"voice_files/bi4_MV1.mp3","bi","bi4","MV1",2120,0,FALSE
"voice_files/bi4_MV2.mp3","bi","bi4","MV2",2160,0,FALSE
"voice_files/bi4_MV3.mp3","bi","bi4","MV3",2106,0,FALSE
"voice_files/bian1_FV1.mp3","bian","bian1","FV1",1441,2,FALSE
"voice_files/bian1_FV2.mp3","bian","bian1","FV2",1910,0,FALSE
"voice_files/bian1_FV3.mp3","bian","bian1","FV3",2148,0,FALSE
"voice_files/bian1_MV1.mp3","bian","bian1","MV1",1632,0,FALSE
"voice_files/bian1_MV2.mp3","bian","bian1","MV2",2171,0,FALSE
"voice_files/bian1_MV3.mp3","bian","bian1","MV3",2146,0,FALSE
"voice_files/bian2_FV1.mp3","bian","bian2","FV1",1429,0,TRUE
"voice_files/bian2_FV2.mp3","bian","bian2","FV2",1423,0,TRUE
"voice_files/bian2_FV3.mp3","bian","bian2","FV3",2167,0,TRUE
"voice_files/bian2_MV1.mp3","bian","bian2","MV1",1843,0,TRUE
"voice_files/bian2_MV2.mp3","bian","bian2","MV2",2132,0,TRUE
"voice_files/bian2_MV3.mp3","bian","bian2","MV3",1530,0,TRUE
"voice_files/bian3_FV1.mp3","bian","bian3","FV1",1379,0,FALSE
"voice_files/bian3_FV2.mp3","bian","bian3","FV2",1729,0,FALSE
"voice_files/bian3_FV3.mp3","bian","bian3","FV3",2173,0,FALSE
"voice_files/bian3_MV1.mp3","bian","bian3","MV1",1934,1,FALSE
"voice_files/bian3_MV2.mp3","bian","bian3","MV2",2131,0,FALSE
"voice_files/bian3_MV3.mp3","bian","bian3","MV3",1967,0,FALSE
"voice_files/bian4_FV1.mp3","bian","bian4","FV1",1436,0,FALSE
"voice_files/bian4_FV2.mp3","bian","bian4","FV2",1834,0,FALSE
"voice_files/bian4_FV3.mp3","bian","bian4","FV3",1687,0,FALSE
"voice_files/bian4_MV1.mp3","bian","bian4","MV1",1696,0,FALSE
"voice_files/bian4_MV2.mp3","bian","bian4","MV2",2124,0,FALSE
"voice_files/bian4_MV3.mp3","bian","bian4","MV3",2126,0,FALSE
